state_name,district_name,block_tehsil_name,village_name,s_no_of_scheme,ref_scheme_type_surface_flow_name,ref_scheme_type_surface_lift_name,ref_scheme_owner_name,total_owners_holding,ref_scheme_owner_social_status_name,gender_name,commissioning_period_display,scheme_construction_cost,scheme_machinery_cost,scheme_maintainence_cost,finance_source_name,finance_source_name2,construction_subsidy,machinery_subsidy,scheme_status_name,not_in_use_years,scheme_status_reason_temporarily_name,scheme_status_reason_permanently_name,water_distribution_method_name,lifting_device_type_name,lifting_device_enrgy_source_name,horse_power_of_lifting_device,pump_operating_days_kharif_season,pump_operating_days_rabi_season,pump_operating_days_perennial_season,pump_operating_days_other_season,avg_pumping_per_day_kharif_season,avg_pumping_per_day_rabi_season,avg_pumping_per_day_perennial_season,avg_pumping_per_day_other_season,ref_selection_id_located_in_major_medium_scheme_name,command_area_name,ref_reason_command_area_name,ref_scheme_recharge_of_ground_water_name,culturable_command_area,ipc_kharif_season,ipc_rabi_season,ipc_perennial_season,ipc_other_season,ipc_total,ipu_kharif_season,ipu_rabi_season,ipu_perennial_season,ipu_other_season,ipu_total,ref_selection_id_under_utilisation_name,ref_reason_for_under_utilisation_name,scheme_designed_storage,ref_filled_up_storage_name,ref_filled_up_storage_space_name,villages_covered,s_no_scheme_within_village_in_water_body,total_no_of_schemes_in_village_above_water_body
UTTARAKHAND,TEHRI,BHILANGNA,THELA,8,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,1200000,324000,0,NA,NA,0,0,Permanently Not in use,4,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,15,12,10.5,0,3.75,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,KRITINAGAR,DHAULANGI,2,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,120000,30000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,5,5,5,0,0,10,5,5,0,0,10,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,GANGOLIHAT,PABHYA,1,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,180000,130000,0,NA,NA,180000,130000,Temporarily Not in use,2,Breakdown of channels,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,30,28,22,22,6,6,4,4,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,0.5,0.7,0,0.1,1.3,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,GANGOLIHAT,NAINI,3,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,175000,120000,0,NA,NA,175000,120000,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,25,25,20,20,6,6,4,4,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,0.5,0.7,0,0.1,1.3,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,KRITINAGAR,AMOLI,6,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,350000,100000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,3,3,3,0,1,7,3,3,0,1,7,No,NA,NA,NA,NA,2,NA,NA
UTTARAKHAND,PITHORGARH,GANGOLIHAT,KWEENADA,1,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,175000,150000,0,NA,NA,175000,150000,Temporarily Not in use,2,Breakdown of channels,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,30,30,26,26,5,5,4,4,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,0.5,0.7,0,0.1,1.3,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,GANGOLIHAT,DHANOLASERA,1,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,180000,0,NA,NA,200000,180000,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,32,30,25,25,5,5,4,4,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,0.5,0.7,0,0.1,1.3,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,KRITINAGAR,AMROLI,2,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,450000,15000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,2.5,2.5,2.4,0,1,5.9,2.5,2.4,0,1,5.9,No,NA,NA,NA,NA,2,NA,NA
UTTARAKHAND,TEHRI,KRITINAGAR,PALI,4,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,240000,60000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,2,2,2,0,1,5,2,2,0,1,5,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,EKESWAR,ULKHET,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,100000,0,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Surface pipe, Centrifugal Pump,Electric,10,0,0,0,0,NA,NA,NA,NA,Yes,NA,NA,No,16,8,6,2,0,16,8,6,2,0,16,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PAURI,EKESWAR,NOWGOWN KAMANADA,2,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,100000,0,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Surface pipe, Centrifugal Pump,Electric,10,0,0,0,0,NA,NA,NA,NA,Yes,NA,NA,No,16,10,4,2,0,16,10,4,2,0,16,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PITHORGARH,KANALICHINA,TALLI SANGRI,1,NA,On-drain/canal,Panchayat Owned,NA,NA,NA,Up to 2013-2014,34400,14000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Others,Others,6,16,12,13,13,9,6,8,6,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,6,7.2,0,1.2,14.4,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,PABO,JINTOLI,1,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,960000,200000,100000,NA,NA,0,0,In-Use,NA,NA,NA,Other, Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,19,18,18,0,0,36,18,18,0,0,36,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,DUGADDA,JOGYANA,1,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,500000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Diesel,8,20,22,18,0,5,8,3,NA,Yes,NA,NA,No,20,15,15,5,0,35,15,15,5,0,35,No,NA,NA,NA,NA,1,1,5
UTTARAKHAND,PAURI,DUGADDA,BHANKOT,2,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,100000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Diesel,10,22,24,20,0,10,12,8,NA,Yes,NA,NA,No,30,20,20,10,0,50,20,20,10,0,50,No,NA,NA,NA,NA,4,2,5
UTTARAKHAND,PITHORGARH,KANALICHINA,KAMTOLI,1,NA,On Tanks/Ponds/Reservoirs/check dams,Panchayat Owned,NA,NA,NA,Up to 2013-2014,150000,0,0,NA,NA,150000,0,In-Use,NA,NA,NA,Under ground pipe,Submersible pump,Electric,10,30,40,20,15,20,15,10,9,Yes,NA,NA,No,30,15,15,0,5,35,14,14,0,4,32,No,NA,20,Upto 1/2,Usually filled up,1,NA,NA
UTTARAKHAND,PITHORGARH,KANALICHINA,SURAULI,4,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,250000,50000,0,NA,NA,250000,50000,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (unlined / Kutcha),Others,Others,4,25,30,0,10,5,8,NA,3,Yes,NA,NA,No,6,3.6,4.2,0,1.2,9,3,3.6,0,0.6,7.2,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,KANALICHINA,KANDA DHAR,2,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NA,NA,NA,Up to 2013-2014,195000,80000,0,NA,NA,195000,80000,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Others,Others,8,30,35,0,10,6,7,NA,5,Yes,NA,NA,No,12,7,8,0,2,17,6,7,0,1,14,No,NA,15,Upto 1/4,Usually filled up,1,NA,NA
UTTARAKHAND,PITHORGARH,KANALICHINA,BAKHUNDA,3,NA,On-drain/canal,Panchayat Owned,NA,NA,NA,Up to 2013-2014,21500,60000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Others,Others,6,35,10,10,25,24,22,10,20,Yes,NA,NA,No,6,3.6,4.2,0,1.2,9,3,3.6,0,0.6,7.2,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,KANALICHINA,BASERI,1,NA,On-drain/canal,Govt. Owned,NA,NA,NA,Up to 2013-2014,350000,130000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Others,5,30,28,20,18,6,6,4,3,Yes,NA,NA,No,6,3.6,4.2,0,1.2,9,3,3.6,0,0.6,7.2,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,DIDIHAT,KANDE,1,NA,Others,Panchayat Owned,NA,NA,NA,Up to 2013-2014,70600,0,0,NA,NA,70600,0,In-Use,NA,NA,NA,Other,Others,Others,2,10,15,1,5,5,6,1,2,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,6,7.2,0,1.2,14.4,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,MUNSIYARI,DOR,6,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,190000,0,NA,NA,200000,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,6,42,38,10,10,8,8,5,5,Yes,NA,NA,No,6,3.6,4.2,0,1.2,9,3,3.6,0,0.6,7.2,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,CHAUKHUTIYA,KALA CHAUNA,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Electric,10,30,30,30,30,5,4,4,4,Yes,NA,NA,No,25.5,25.5,25.5,0,0,51,25.5,25.5,0,0,51,No,NA,NA,NA,NA,2,NA,NA
UTTARAKHAND,ALMORA,CHAUKHUTIYA,GOGATA,1,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Electric,10,30,30,30,30,4,4,4,4,Yes,NA,NA,No,25,25,25,0,0,50,25,25,0,0,50,No,NA,NA,NA,NA,2,NA,NA
UTTARAKHAND,ALMORA,CHAUKHUTIYA,PALANG BARI,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,10,45,45,45,45,4,4,4,4,Yes,NA,NA,No,9,8,8,0,0,16,8,8,0,0,16,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,BERINAAG,BAMRET BHAKUNDA,2,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,125000,60000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,30,28,20,20,8,8,5,5,Yes,NA,NA,No,6,6,6,0,0,12,4,4.5,0,0,8.5,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,BERINAAG,KHANTARI,3,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,180000,80000,0,NA,NA,180000,80000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Others,4.5,22,21,15,15,2,2,2,1,Yes,NA,NA,No,6,3.6,4.2,0,1.2,9,3,3.6,0,0.6,7.2,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,DWARAHAT,PAGSHA,5,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,10,10,0,4,24,4,4,0,2,10,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,DWARAHAT,PAGSHA,6,NA,On-River,Co-Operative Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,10,10,0,4,24,9,8,0,0,17,Yes,Storage not filled up fully,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,DWARAHAT,KUWALI,8,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (unlined / Kutcha), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,8.5,6.4,0,0.6,15.5,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,DWARAHAT,KUWALI,9,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,Temporarily Not in use,2,Less discharge of water,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,8,8,6,0,1,15,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,CHAUKHUTIYA,BAIRATI,2,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,6,6,6,0,3,15,6,6,0,3,15,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,KALJIKHAL,BILKHET,3,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,8000000,0,0,NA,NA,0,0,Permanently Not in use,4,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,40,32,26,0,12,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PAURI,KHIRSU,RINGALTI,2,NA,Others,Others,NA,NA,NA,Up to 2013-2014,80000,0,0,NA,NA,80000,0,In-Use,NA,NA,NA,Other,Others,Others,5,20,20,2,2,4,4,1,1,Yes,NA,NA,No,1,1,1,0,0,2,1,1,0,0,2,No,NA,NA,NA,NA,1,0,0
UTTARAKHAND,TEHRI,BHILANGNA,KATHUR TALLA,4,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,0,0,NA,NA,0,0,Temporarily Not in use,2,Mechanical break down,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,10,8,8,0,0,16,0,0,0,0,0,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,TEHRI,BHILANGNA,MUYALGAON,7,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,100000,50000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,5,5,5,0,0,10,5,5,0,0,10,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,BHILANGNA,JAAKH,8,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,450000,150000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,18,14.4,12.6,0,4.5,31.5,12,12,0,0,24,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,GANGOLIHAT,NAINI,1,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,190000,0,NA,NA,200000,190000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,30,28,26,25,6,6,4,4,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,6,7.2,0,1.2,14.4,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,KRITINAGAR,AMOLI,5,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,120000,30000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,1,1,1,0,0,2,1,1,0,0,2,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,GANGOLIHAT,NAINI,2,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,150000,0,NA,NA,200000,150000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,27,27,22,22,7,7,5,5,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,6,7.2,0,1.2,14.4,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,GANGOLIHAT,JAMARKOT,2,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,185000,160000,0,NA,NA,185000,160000,Temporarily Not in use,2,Breakdown of channels,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,27,26,24,24,5,5,4,4,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,0.5,0.7,0,0.1,1.3,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,GANGOLIHAT,PABHYA,2,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,185000,0,NA,NA,200000,185000,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,30,28,25,25,6,6,5,5,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,0.5,0.7,0,0.1,1.3,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,KRITINAGAR,NEWLI,2,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,240000,60000,0,NA,NA,0,0,Permanently Not in use,3,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,10,5,5,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,JAKHNIDHAR,KHASTAL TALLA,5,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,240000,60000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,9,9,9,0,3,21,9,9,0,3,21,No,NA,NA,NA,NA,2,NA,NA
UTTARAKHAND,TEHRI,CHAMBA,PALAS,9,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,240000,60000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,6,6,0,0,12,6,6,0,0,12,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,CHAMBA,BANALI,3,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,240000,60000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,10,5,5,0,0,10,5,5,0,0,10,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,JAUNPUR,LAMKANDE,3,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,700000,200000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,8.4,9.6,0,0,18,3.5,2.9,0,0,6.4,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,KRITINAGAR,MUNDOLI,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,450000,150000,0,NA,NA,0,0,Permanently Not in use,3,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,15,10,10,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,DEHRADUN,DOIWALA,KHANDA RAIWALA,1,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,30000,20000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,10,20,25,15,12,12,12,7,7,Yes,NA,NA,No,50,40,36,6,15,97,40,36,6,15,97,No,NA,NA,NA,NA,1,1,1
UTTARAKHAND,TEHRI,THAULDHAR,KANDARGAON MALLA,4,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,2000000,6500000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,60,100,80,0,0,6,6,NA,NA,Yes,NA,NA,No,11,11,11,0,0,22,11,11,0,0,22,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,BIRONKHAL,MASSOU,7,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,1000000,0,0,NA,NA,0,0,Permanently Not in use,5,NA,Destroyed beyond repair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,10,10,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PAURI,BIRONKHAL,MASSOU,8,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,750000,0,0,NA,NA,0,0,Permanently Not in use,4,NA,Destroyed beyond repair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,8,8,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PAURI,BIRONKHAL,JIWAYE,1,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,1900000,0,0,NA,NA,0,0,Permanently Not in use,3,NA,Destroyed beyond repair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,20,10,12,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PAURI,BIRONKHAL,SERA TALLA,8,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,2500000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,5,90,90,30,30,12,12,5,8,Yes,NA,NA,No,30,25,25,0,0,50,20,20,0,0,40,No,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PAURI,YAMKESWAR,TACHLA,4,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,2300000,0,0,NA,NA,0,0,Permanently Not in use,5,NA,Destroyed beyond repair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,14,8,8,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,TEHRI,KRITINAGAR,MANGSU,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,2000000,7000000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,40,100,80,0,0,6,5,NA,NA,Yes,NA,NA,No,10,10,10,0,0,20,10,10,0,0,20,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,CHAMBA,NAGNISERA,7,NA,On-River,Govt. Owned,NA,NA,NA,During 2015-2016,600000,1900000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,50,100,80,0,0,6,5,NA,NA,Yes,NA,NA,No,10,10,8,0,0,18,10,8,0,0,18,No,NA,NA,NA,NA,2,NA,NA
UTTARAKHAND,TEHRI,JAKHNIDHAR,BHATWADA,1,NA,On-River,Govt. Owned,NA,NA,NA,During 2015-2016,600000,1900000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,20,100,80,0,0,6,5,NA,NA,Yes,NA,NA,No,18,10,8,0,0,18,10,8,0,0,18,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,KRITINAGAR,NAUR,2,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,2000000,6000000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,40,100,80,0,0,6,5,NA,NA,Yes,NA,NA,No,10,10,10,0,0,20,10,10,0,0,20,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,KRITINAGAR,MALETHA,3,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,2000000,5500000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,50,100,80,0,0,6,5,NA,NA,Yes,NA,NA,No,18,10,8,0,0,18,10,8,0,0,18,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,KRITINAGAR,MALETHA,4,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,500000,1500000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,10,100,80,0,0,6,5,NA,NA,Yes,NA,NA,No,8,6,4,0,0,10,6,4,0,0,10,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,TEHRI,CHAMBA,JAGDHAR,6,NA,On-River,Govt. Owned,NA,NA,NA,During 2015-2016,600000,1900000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,50,100,80,0,0,6,5,NA,NA,Yes,NA,NA,No,18,10,8,0,0,18,10,8,0,0,18,No,NA,NA,NA,NA,2,NA,NA
UTTARAKHAND,TEHRI,KRITINAGAR,NAITHANA,2,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,2000000,5500000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,50,100,80,0,0,6,5,NA,NA,Yes,NA,NA,No,10,9,8,0,0,17,9,8,0,0,17,No,NA,NA,NA,NA,1,NA,NA
